DOSSIER,VGNUMMER,HN45,PCVA,STRAAT_VA,HUISNR_VA,TOEV_VA,PC_VA,PLAATS_VA,RV,URL,inOnderzoek,gebruiksdoel,oppervlakte,vbloStatus,C_HOOFDACT,NEVEN1,NEVEN2,reg_date,emp_class,inNiwo,inFenex
04061358,000002498375,Logistiek Bureau Ruinen B.V.,7963BZ,Mr. Harm Smeengestraat,52,,7963BZ,Ruinen,41,,0.0,woonfunctie,196.0,in gebruik,H,H,,2000-04-19,5,1,0
04061465,000018145736,HFCM Direct mail & print,7905SB,Buitenvaart,1019,,7905SB,Hoogeveen,41,www.hfcm.nl,0.0,industriefunctie,1140.0,in gebruik,G,H,,2000-03-05,3,0,0
04062924,000039149269,Lubbers Global Freight B.V.,7761RA,Klaverakker,2,,7761RA,Schoonebeek,41,www.lubbers.net,0.0,industriefunctie,239.0,in gebruik,H,,,2018-02-16,1,0,0
04063606,000009042970,R.J. Uilders Logistiek,7814XL,Slenerweg,20,,7814XL,Emmen,1,,0.0,industriefunctie,114.0,in gebruik,H,H,H,2001-01-25,4,0,0
04063697,000015890880,Holland Trucking B.V.,7958RS,Prinsesseweg,25,,7958RS,Koekange,41,,0.0,woonfunctie,278.0,in gebruik,H,H,,2004-02-02,3,0,0
04063776,000018629792,Cross Point Logistics B.V.,7812HZ,Waanderweg,12,,7812HZ,Emmen,41,,0.0,industriefunctie,343.0,in gebruik,C,H,,2001-02-13,1,0,0
04063834,000020466781,Lukro Warehousing B.V.,7761RB,Boekweitakker,9,,7761RB,Schoonebeek,41,,0.0,industriefunctie,63.0,in gebruik,H,H,G,2001-02-20,3,0,0
04064106,000010749101,Sluyter Logistics Assen B.V.,9403AD,Dr. A.F. Philipsweg,80,,9403AD,Assen,41,www.sluyter-logistics.nl,0.0,industriefunctie,3074.0,in gebruik,H,H,,2001-03-19,8,0,0
04067490,000018053726,M. van Dijk Logistics B.V.,9301ZJ,Hagen,10,,9301ZJ,Roden,41,,0.0,industriefunctie,104.0,in gebruik,H,,,2002-04-06,4,1,0
04067759,000011588209,AMOS Logistieke Diensten en Projectmanagement,7833JA,Herendijk,4,,7833JA,Nieuw-Amsterdam,1,,0.0,woonfunctie,429.0,in gebruik,M,H,,2002-08-07,3,0,0
04069651,000004327799,Logistiek Centrum Zwiggelaar,7825AN,James Cookstraat,16,N,7825AN,Emmen,1,lcz-emmen.nl,0.0,industriefunctie,120.0,in gebruik,H,,,2003-02-24,4,0,0
04072891,000019986513,Rail & Road Logistics B.V.,7772TV,Energieweg,6,,7772TV,Hardenberg,41,www.rail-road.nl,0.0,industriefunctie,5599.0,in gebruik,H,,,2015-11-11,1,0,0
04076855,000010301976,Edel Transportbegeleiding,9403DT,Romestraat,10,,9403DT,Assen,1,,0.0,kantoorfunctie,179.0,ingetrokken,H,,,2005-03-18,3,0,0
04076950,000019404557,STL Logistics B.V.,2991XV,Escudostraat,6,c,2991XV,Barendrecht,41,,0.0,kantoorfunctie,168.0,in gebruik,H,H,,2005-04-14,4,0,1
04087728,000003131807,Ronny Bouwkamp Dienstverlening,7924PG,Veeningen,5,,7924PG,Veeningen,1,,0.0,woonfunctie,423.0,in gebruik,H,F,,2007-08-27,2,0,0
04088035,000008086575,Distrivers Ridderkerk B.V.,2988DB,Handelsweg,70,,2988DB,Ridderkerk,41,,0.0,overige gebruiksfunctie,2690.0,in gebruik,H,,,2007-01-10,4,0,0
05007038,000019978359,A. Buisman Onroerende Zaken B.V.,8028PK,Mindenstraat,20,,8028PK,Zwolle,41,www.buismanzwolle.nl,0.0,industriefunctie,26351.0,in gebruik,H,H,,1941-07-02,1,0,0
05010492,000007045808,Garage- en Transportbedrijf Marsman B.V.,8064PE,De Grote Kranerweerd,4,,8064PE,Zwartsluis,41,www.marsmanlogistiek.nl,0.0,industriefunctie,1029.0,in gebruik,H,H,,,1,0,0
05014910,000015784770,Forvision|Fritom,3165AA,Willem Barentszstraat,27,Port no.2772,3165AA,Rotterdam-Albrandswaard,41,www.for-vision.nl,0.0,industriefunctie,4396.0,in gebruik,H,,,1972-07-21,6,1,0
05027022,000017210127,Autobedrijf Nieuwboer B.V.,8064AK,Westeinde,30,,8064AK,Zwartsluis,41,www.autobedrijf-nieuwboer.nl,0.0,woonfunctie,213.0,in gebruik,G,H,,1975-07-04,4,0,0
05031528,000016735137,Tielbeke Logistiek B.V.,8152BN,Handelsweg,17,,8152BN,Lemelerveld,41,www.tielbeke.com,0.0,kantoorfunctie,11304.0,in gebruik,H,H,,2000-08-03,1,1,0
05031528,000040952886,Tielbeke Logistiek B.V.,8042PH,Hoekerweg,10,,8042PH,Zwolle,41,,0.0,industriefunctie,16473.0,ingetrokken,H,H,,2000-08-03,1,1,0
05035472,000001739263,Hamstra Schroothandel V.O.F.,8325DB,De Hagen,27,,8325DB,Vollenhove,11,,0.0,industriefunctie,96.0,in gebruik,G,H,H,1982-10-21,3,1,0
05044944,000016957644,Westerman Logistics B.V.,7711EP,De Grift,5,,7711EP,Nieuwleusen,41,,0.0,industriefunctie,10935.0,in gebruik,H,H,K,1987-05-11,7,1,0
05045722,000018661068,Exploitatiemaatschappij Princess B.V.,3734EE,Willem Arntszlaan,131,,3734EE,Den Dolder,41,,0.0,industriefunctie,66.0,in gebruik,H,H,,2016-10-24,1,0,0
05055951,000020089929,Tielbeke Transport B.V.,8152BN,Handelsweg,17,,8152BN,Lemelerveld,41,www.tielbeke.nl,0.0,kantoorfunctie,11304.0,in gebruik,H,H,G,1995-06-13,8,1,0
05060178,000009951261,A. Koetsier Beheer B.V.,8271RG,Spoorstraat,5,,8271RG,IJsselmuiden,41,,0.0,industriefunctie,417.0,in gebruik,H,,,1997-09-18,2,0,0
05060892,000015397742,Intemco,8131DP,de Lange Slagen,26,,8131DP,Wijhe,11,,0.0,woonfunctie,239.0,in gebruik,H,H,,1998-01-29,3,0,0
05063266,000015871711,Vosbergen Transport B.V.,8181JJ,Vosbergerweg,36,,8181JJ,Heerde,41,www.vosbergen.com,0.0,industriefunctie,349.0,in gebruik,H,H,,1999-11-03,4,1,0
05064405,000020207247,Agrarisch Logistiek Centrum IJsselmuiden B.V.,8271RH,Spoorstraat,26,,8271RH,IJsselmuiden,41,,0.0,overige gebruiksfunctie,17.0,in gebruik,H,H,H,1999-09-30,1,0,0
05064526,000019799578,De Lange Logistics B.V.,8051HH,Lageland,9,,8051HH,Hattem,41,,0.0,woonfunctie,144.0,in gebruik,H,H,,2007-10-07,2,0,0
05066056,000018693202,Veembedrijf A. Buisman B.V.,8028PK,Mindenstraat,20,,8028PK,Zwolle,41,www.buismanwarehousing.com,0.0,industriefunctie,26351.0,in gebruik,H,H,C,2000-05-06,7,0,0
05066944,000019852789,Veestal Oldeman B.V.,7739PL,Oude Zwolseweg,8,,7739PL,Vinkenbuurt,41,,0.0,industriefunctie,10000.0,in gebruik,H,,,2000-08-11,3,0,0
05066944,000022402829,EVP Oldeman,7739PH,de Stouwe,24,,7739PH,Vinkenbuurt,41,,0.0,woonfunctie,205.0,in gebruik,H,,,2000-08-11,3,0,0
05066985,000019461887,Oegema Expeditie B.V.,7701SE,Pascalstraat,32,,7701SE,Dedemsvaart,41,,0.0,industriefunctie,10177.0,in gebruik,H,,,2000-11-15,1,0,0
05067003,000013434454,A.J. Veurink Holding B.V.,7696BG,Markeweg,2,,7696BG,Brucht,41,,0.0,woonfunctie,386.0,in gebruik,K,H,H,2000-11-29,2,0,0
05069233,000004859235,DMT Worldwide B.V.,8013RK,Popovstraat,7,,8013RK,Zwolle,41,www.dmt-worldwide.com,0.0,industriefunctie,300.0,in gebruik,G,H,G,2006-06-02,3,0,0
05069593,000004058836,Coöperatieve Vervoers Groep UA,7711GW,Kalkovenweg,14,,7711GW,Nieuwleusen,61,www.cvg-rmo.nl,0.0,winkelfunctie,1018.0,in gebruik,H,,,2001-12-14,1,0,0
05070718,000018248861,Dalessi Internationaal Transport B.V.,7955AA,Kerkweg,3,,7955AA,IJhorst,41,,0.0,kantoorfunctie,460.0,in gebruik,H,H,,2002-05-30,5,0,0
05071902,000014967235,Easylogics,7772KB,De Bree,66,,7772KB,Hardenberg,1,www.easylogics.nl,0.0,woonfunctie,115.0,in gebruik,G,H,H,2003-03-01,2,0,0
05074887,000002824558,H.V.S.,7921RV,Jutte,15,,7921RV,Zuidwolde,1,www.huismanvarioservice.nl,0.0,woonfunctie,133.0,in gebruik,G,H,G,2005-07-20,2,0,0
05076302,000002088401,Pakketservice G.A.J. Overweg,8131WV,Morgenlanden,1,,8131WV,Wijhe,1,,0.0,woonfunctie,92.0,in gebruik,H,H,,,2,0,0
05076553,000020100205,STEF Raalte B.V.,8102HX,Zompstraat,3,,8102HX,Raalte,41,www.netko.nl,0.0,industriefunctie,558.0,in gebruik,H,H,H,2019-06-27,6,0,0
05079062,000019698259,Holland SB Logistiek B.V.,8013RL,Telfordstraat,15,,8013RL,Zwolle,41,www.hsbgroep.nl,0.0,industriefunctie,188.0,in gebruik,H,H,,2005-08-23,1,0,0
05079162,000012522015,Practica Nederland,7324BD,Laan van de Leeuw,132,,7324BD,Apeldoorn,1,www.belloo.com,0.0,woonfunctie,198.0,in gebruik,G,H,,2005-07-09,2,0,0
05083165,000002791323,AGee,7772NB,Boterbloem,111,,7772NB,Hardenberg,1,www.agee.nl,0.0,woonfunctie,137.0,in gebruik,H,,,2006-10-11,2,0,0
05085679,000013367358,DHB-Logistiek B.V.,8152BN,Handelsweg,17,,8152BN,Lemelerveld,41,,0.0,kantoorfunctie,11304.0,in gebruik,H,,,2007-11-06,2,0,0
05086601,000017267137,VaKaTel,8013PD,Marsweg,38,,8013PD,Zwolle,41,www.vakatel.nl,0.0,industriefunctie,1497.0,ingetrokken,G,N,H,2007-09-17,4,0,0
06020450,000032931662,C.A.V.V. Zuid Oost-Salland UA,7241DB,Goorseweg,13,,7241DB,Lochem,61,www.zuidoostsalland.nl,0.0,woonfunctie,108.0,in gebruik,H,H,,1951-05-21,5,0,0
06038255,000018166784,Kompact Service B.V.,7602PE,Plesmanweg,6,,7602PE,Almelo,41,,0.0,industriefunctie,990.0,in gebruik,H,,,1973-07-26,4,0,0
06043124,000019014953,Beijer Douane Expediteurs B.V.,7575ER,Kampenstraat,21,,7575ER,Oldenzaal,41,www.beijer-logistics.com,0.0,kantoorfunctie,7316.0,in gebruik,H,,,1978-12-07,3,0,0
06044666,000018821340,Nijhof en Wassink B.V.,7461JC,Galvanistraat,18,,7461JC,Rijssen,41,,0.0,industriefunctie,4344.0,ingetrokken,H,G,,1979-01-11,1,1,0
06050576,000016817915,Haarman Transport B.V.,7547RW,Transportcentrum,2,,7547RW,Enschede,41,www.hst.nl,0.0,industriefunctie,2650.0,in gebruik,H,H,H,1984-02-17,6,0,0
06051091,000018336809,A1 Douane-Expediteurs B.V.,7587NG,Bentheimerstraat,105,,7587NG,de Lutte,41,www.a-1-expediteurs.nl,0.0,kantoorfunctie,421.0,in gebruik,H,M,,1984-01-06,5,0,0
06054595,000016107187,Nijhuis Transport B.V.,7547RW,Transportcentrum,2,,7547RW,Enschede,41,www.hst.nl,0.0,industriefunctie,2650.0,in gebruik,H,H,G,1986-05-21,6,0,0
06057088,000020003013,Rensink Materieel B.V.,7602PD,Plesmanweg,29,,7602PD,Almelo,41,,0.0,industriefunctie,998.0,in gebruik,H,H,,2006-11-14,1,0,0
06057287,000019403402,Kuipers Air & Sea B.V.,7575ED,Münsterstraat,18,,7575ED,Oldenzaal,41,,0.0,industriefunctie,2348.0,in gebruik,H,H,,1987-11-11,2,0,0
06061272,000020281234,Bolk Container Transport B.V.,7602PD,Plesmanweg,3,,7602PD,Almelo,41,www.bolk.nl,0.0,industriefunctie,8190.0,in gebruik,H,H,G,1989-11-13,6,1,0
06068035,000020052588,Eurosped B.V.,7575DB,Hanzepoort,23,d,7575DB,Oldenzaal,41,,0.0,kantoorfunctie,475.0,in gebruik,H,,,1992-09-28,4,0,0
06068859,000018064574,Leverink Onroerend Goed B.V.,7461TP,Ambachtsstraat,29,,7461TP,Rijssen,41,,0.0,industriefunctie,2589.0,in gebruik,H,H,,1993-04-01,2,0,0
06069192,000008090440,BSE,7543GT,Kogelerbos,10,,7543GT,Enschede,1,www.bulksolids.nl,0.0,woonfunctie,122.0,in gebruik,H,J,,1993-04-02,3,0,0
06070559,000007971397,E.L.S. Transport Begeleiding,7602PW,Parmentierweg,8,,7602PW,Almelo,41,,0.0,industriefunctie,125.0,in gebruik,H,,,1993-07-28,2,0,0
06071125,000018203450,H&H Expeditie B.V.,7532ST,Twenteweg,8,,7532ST,Enschede,41,,0.0,woonfunctie,109.0,in gebruik,K,H,,1993-07-10,2,0,0
06073565,000013099094,C-Bed II,1118BH,Schiphol Boulevard,219,,1118BH,Schiphol,41,www.c-bed.nl,0.0,kantoorfunctie,25.0,in gebruik,H,H,H,,2,0,0
06076024,000016964586,DSW Transport B.V.,7547RT,Transportcentrum,19,,7547RT,Enschede,41,,0.0,industriefunctie,4930.0,in gebruik,H,H,,1995-02-16,5,0,0
06076025,000020340958,V.S.W. Expeditie B.V.,7547RT,Transportcentrum,19,,7547RT,Enschede,41,www.vsw.nl,0.0,industriefunctie,4930.0,in gebruik,H,H,,1995-02-16,6,0,0
06076431,000020435800,Kuipers Logistics B.V.,7575ED,Münsterstraat,18,,7575ED,Oldenzaal,41,www.kuipers.nl,0.0,industriefunctie,2348.0,in gebruik,H,H,,1995-12-04,6,0,0
06078281,000020266081,Sintrex De Poppe B.V.,7587GA,De Poppe,16,18,7587GA,De Lutte,41,www.sintrex.nl,0.0,kantoorfunctie,32.0,in gebruik,H,H,G,1995-11-09,5,0,0
06078319,000020323107,Shelter Storage B.V.,7575BC,Schelmaatstraat,21,,7575BC,Oldenzaal,41,www.shelterstorage.nl,0.0,industriefunctie,1056.0,in gebruik,H,L,H,1995-09-14,4,0,1
06078339,000017939992,Bleckmann,1062HJ,Koningin Wilhelminaplein,29,300 23 a,1062HJ,Amsterdam,41,,0.0,woonfunctie,64.0,in gebruik,H,H,,1995-09-18,10,0,0
06078339,000017940060,Bleckmann,7575BP,Jaartsveldstraat,2,,7575BP,Oldenzaal,41,,0.0,industriefunctie,16066.0,in gebruik (niet ingemeten),H,,,1995-09-18,10,0,0
06078339,000017940303,Bleckmann,7575DA,Hanzepoort,30,,7575DA,Oldenzaal,41,,0.0,industriefunctie,3605.0,in gebruik,H,,,1995-09-18,10,0,0
06078339,000030147816,Bleckmann,7547TB,IJzersteden,16,,7547TB,Enschede,41,,0.0,industriefunctie,5600.0,in gebruik,H,H,,1995-09-18,10,0,0
06078602,000004500385,J. Bolk Transport,7608RH,Slagenweg,13,,7608RH,Almelo,1,www.johhnybolk.nl,0.0,woonfunctie,180.0,in gebruik,H,H,R,1995-10-23,2,0,0
06079141,000018615856,Hatrans B.V.,7575DB,Hanzepoort,23,d,7575DB,Oldenzaal,41,www.hatrans.nl,0.0,kantoorfunctie,475.0,in gebruik,H,,,1996-10-01,4,0,0
06079486,000004273079,Linrey Services B.V.,7532SN,Euregioweg,332,,7532SN,Enschede,41,www.linrey.com,0.0,industriefunctie,679.0,in gebruik,H,G,,1995-02-21,4,0,0
06080525,000019884109,Rugo Logistics B.V.,7591HH,Marconiweg,3,,7591HH,Denekamp,41,www.rugo.nl,0.0,industriefunctie,780.0,in gebruik,H,,,1996-07-26,3,0,1
06087192,000013220438,Auto Service Klumpers,7472DD,Klavermaten,1,,7472DD,Goor,1,www.autoserviceklumpers.nl,0.0,winkelfunctie,462.0,in gebruik,G,H,,2002-03-15,3,0,0
06088782,000004043227,Hatlog B.V.,7511ZA,Hoge Bothofstraat,41,,7511ZA,Enschede,41,www.hatlog.nl,0.0,industriefunctie,554.0,in gebruik,M,H,,1998-11-18,2,0,0
06088985,000016509218,Sintrex Transport Service,7587GA,De Poppe,16,18,7587GA,De Lutte,41,www.sintrex.nl,0.0,kantoorfunctie,32.0,in gebruik,H,H,H,1998-12-14,2,0,0
06090712,000004809483,G.H.M. Velthuis,7665ST,Vleerboersweg,22,a,7665ST,Albergen,1,,0.0,overige gebruiksfunctie,183.0,in gebruik,H,,,1999-05-05,2,0,0
08008990,000018992668,Transp.bedr. Steven van den Brink & Zn. B.V.,3851SL,Tolweg,15,,3851SL,Ermelo,41,www.stvandenbrink.nl,0.0,woonfunctie,870.0,in gebruik,H,H,G,1980-03-28,10,1,0
08008990,000034068589,Transportbedr. Steven van den Brink & Zn B.V.,1521RC,Samsonweg,6,,1521RC,Wormerveer,41,,0.0,industriefunctie,6495.0,in gebruik,H,H,G,1980-03-28,10,1,0
08012218,000010951911,Van der Weerd & Partners,8096BJ,Zuiderzeestraatweg,209,,8096BJ,Oldebroek,11,,0.0,industriefunctie,338.0,in gebruik,M,H,,1994-06-14,3,0,0
08017098,000042399602,Pax Dedicated Transport B.V.,8448GW,Venus,104,,8448GW,Heerenveen,41,,,,,,H,H,H,2019-05-08,5,1,0
08017098,000043385907,Pax Dedicated Transport B.V.,8448CN,Neptunus,2,,8448CN,Heerenveen,41,www.pax.nl,0.0,industriefunctie,5154.0,in gebruik,H,H,H,2019-05-08,5,1,0
08018005,000016445104,Ascari Investments B.V.,5342LW,Vorstengrafdonk,81,,5342LW,Oss,41,www.raben-group.com,0.0,kantoorfunctie,15207.0,in gebruik,H,H,,2012-03-01,8,0,0
08020381,000018003699,syncreon Netherlands B.V.,5145RK,van Hilststraat,23,,5145RK,Waalwijk,41,www.syncreon.com,0.0,kantoorfunctie,58393.0,in gebruik,H,,,2009-01-26,9,0,1
08020381,000028538706,syncreon Netherlands B.V.,5047RK,Athenastraat,6,,5047RK,Tilburg,41,www.syncreon.com,0.0,industriefunctie,17874.0,in gebruik,H,,,2009-01-26,9,0,1
08020381,000030694302,syncreon Netherlands B.V.,5804AP,Spurkterweg,81,,5804AP,Venray,41,www.syncreon.com,0.0,industriefunctie,16034.0,in gebruik,H,,,2009-01-26,9,0,1
08022274,000019328796,Van Thiel Transport B.V.,3849BM,Kleine Mheenweg,1,,3849BM,Hierden,41,www.vanthiel.nl,0.0,kantoorfunctie,466.0,in gebruik,H,G,,1992-04-24,5,0,0
08032088,000006193420,Spic & Span,7141ZT,Kardinaal de Jongstraat,16,,7141ZT,Groenlo,1,,0.0,woonfunctie,161.0,in gebruik,G,H,,1976-09-06,2,0,0
08036664,000019510624,Transportbedrijf Jan Zevenhuizen B.V.,7332BB,Kanaal Zuid,6,,7332BB,Apeldoorn,41,www.jan-zevenhuizen.nl,0.0,kantoorfunctie,503.0,in gebruik,H,H,F,1981-09-01,6,1,0
08037633,000019673701,G.G. Materieel B.V.,3903KG,Bobinestraat,12,,3903KG,Veenendaal,41,,0.0,industriefunctie,2215.0,in gebruik,H,,,2003-11-09,1,0,0
08041252,000020236727,Jos Dusseldorp Transportbedrijf B.V.,7131PE,Galileïstraat,45,,7131PE,Lichtenvoorde,41,www.josdusseldorp.nl,0.0,industriefunctie,11442.0,in gebruik,H,H,N,1984-11-20,8,1,0
08045216,000013736523,Two Track B.V.,6971BA,Leliestraat,24,,6971BA,Brummen,41,,0.0,woonfunctie,249.0,in gebruik,H,H,,1987-03-08,2,0,0
08047069,000016886046,Varekamp Project Services B.V.,3016BD,Parkstraat,6,,3016BD,Rotterdam,41,www.exportpack.nl,0.0,woonfunctie,425.0,in gebruik,H,,,2003-07-25,4,0,1
08048298,000016573307,Teger Transport B.V.,7261AD,Stationsstraat,18,,7261AD,Ruurlo,41,,0.0,winkelfunctie,705.0,in gebruik,H,H,,1989-07-06,5,1,0
08048861,000017375185,P.A.M. Roemaat Vastgoed B.V.,7122PW,Barloseweg,30,,7122PW,Aalten,41,,0.0,woonfunctie,230.0,gevormd,H,H,H,1989-03-10,1,0,0
08051239,000016327136,Addink Distributie B.V.,7202CT,Doggersbank,2,,7202CT,Zutphen,41,,0.0,industriefunctie,3087.0,in gebruik,H,,,1990-12-20,7,0,0
08051814,000016119371,NDC Transport en Distributie B.V.,8932PA,Sixmastraat,15,,8932PA,Leeuwarden,41,www.ndcmediagroep.nl,0.0,kantoorfunctie,10071.0,in gebruik,H,,,2016-01-07,1,0,0
08054197,000016185110,Autobedrijf Jos Herwers Hengelo (G) B.V.,7255AE,Kruisbergseweg,8,,7255AE,Hengelo Gld,41,www.herwers.nl,0.0,winkelfunctie,1820.0,in gebruik,G,N,H,2008-01-17,5,0,0
08054449,000015872467,Ploeger Internationale Expeditie B.V.,3846BX,Daltonstraat,13,,3846BX,Harderwijk,41,www.ploeger.nl,0.0,industriefunctie,7250.0,in gebruik,H,,,1992-08-28,1,0,0
08055138,000028096541,ModusLink B.V.,5804AM,Smakterweg,100,,5804AM,Venray,41,,0.0,industriefunctie,16412.0,in gebruik,H,J,,1992-08-13,9,0,0
08055141,000019516193,Bouw Logistic Services B.V.,3861NJ,Galvanistraat,17,,3861NJ,Nijkerk,41,,0.0,winkelfunctie,7450.0,ingetrokken,H,H,,1992-11-18,7,1,0
08059098,000008070997,Bosse B.V.,7383CB,Kerkstraat,8,,7383CB,Voorst,41,,0.0,woonfunctie,193.0,in gebruik,H,,,1993-09-17,2,0,0
08062919,000020121725,M. de Bleyser Shipping & Forwarding B.V.,6981AD,Burgemeester Nahuyssingel,37,,6981AD,Doesburg,41,www.mdebleysershipping.com,0.0,woonfunctie,201.0,in gebruik,H,,,2018-03-10,3,0,0
08063230,000016690842,Van Driel Transport B.V.,6961DP,Stuijvenburchstraat,7,,6961DP,Eerbeek,41,,0.0,woonfunctie,263.0,in gebruik,H,H,,1994-09-30,4,1,0
08063405,000010219587,W.H. Visser B.V.,7241VM,Torenmolenlaan,98,,7241VM,Lochem,41,,0.0,woonfunctie,178.0,in gebruik,H,,,1994-10-19,2,0,0
08064651,000000940321,Mellink Transport,7151HD,Venneslatweg,14,a,7151HD,Eibergen,1,,0.0,industriefunctie,722.0,in gebruik,H,,,2007-12-22,2,1,0
08068078,000019441495,Sprengen/Pakweg Douane B.V.,7325WZ,IJsseldijk,29,,7325WZ,Apeldoorn,41,,0.0,industriefunctie,9142.0,in gebruik,H,,,1995-12-22,1,0,1
08068079,000019685890,Sprengen/Pakweg Logistics B.V.,7325WZ,IJsseldijk,29,,7325WZ,Apeldoorn,41,www.sils.nl,0.0,industriefunctie,9142.0,in gebruik,H,,,1995-12-22,5,0,0
08069498,000007044038,Hecra B.V.,2161LE,Vennestraat,33,,2161LE,Lisse,41,www.bandeko.nl,0.0,kantoorfunctie,303.0,in gebruik,G,K,H,2012-05-22,3,0,0
08072562,000014438496,Ceders Logistiek,7211AR,De Wolzaklaan,18,,7211AR,Eefde,1,www.cederslogistiek.nl,0.0,woonfunctie,71.0,in gebruik,H,M,N,1997-03-02,2,0,0
08074097,000018038808,Vos Expeditie Groningen B.V.,9723JE,Jeverweg,2,,9723JE,Groningen,41,www.vosdeventer.com,0.0,industriefunctie,201.0,in gebruik,H,,,2015-06-18,3,0,0
08075815,000013760734,At en L.,7231CP,Abersonplein,2,,7231CP,Warnsveld,1,,0.0,woonfunctie,152.0,in gebruik,H,M,,1997-11-19,2,0,0
08080624,000020467095,G. van Beek & Zn. Kalverstalinrichting B.V.,3771MK,Koopmansgoed,8,,3771MK,Barneveld,41,,0.0,industriefunctie,1896.0,in gebruik,C,H,,1999-09-02,6,0,0
08086448,000004975839,Segerink Distributie Service,7572ZH,Glindestraat,10,,7572ZH,Oldenzaal,1,,0.0,woonfunctie,137.0,in gebruik,H,,,2000-02-15,2,0,0
08089588,000018784763,SCS Logistics B.V.,7631AB,Denekamperstraat,73,,7631AB,Ootmarsum,41,www.scslogistics.com,0.0,overige gebruiksfunctie,35.0,in gebruik,H,,,2000-08-06,3,0,0
08091171,000007151632,Rouwenhorst,3991VB,Rogge-oord,20,,3991VB,Houten,1,www.magazijnen.nl,0.0,woonfunctie,192.0,in gebruik,J,H,,2012-12-12,2,0,0
08091644,000007286325,Tupperware Distributeur Luitjes,3882NJ,Stenenkamerseweg,60,,3882NJ,Putten,1,,0.0,woonfunctie,70.0,in gebruik,H,,,2000-11-09,3,0,0
08094393,000019770650,Target Flight Systems B.V.,7604ER,Von Weberstraat,7,,7604ER,Almelo,41,www.target-flight-systems.com,0.0,woonfunctie,113.0,in gebruik,H,H,,2000-12-29,4,0,0
08095000,000017317517,V.H.B. Logistics B.V.,7547RW,Transportcentrum,2,,7547RW,Enschede,41,www.vhb-logistics.nl,0.0,industriefunctie,2650.0,in gebruik,H,H,,2001-01-15,2,0,0
08096714,000019194951,A2B-Online B.V.,2391PZ,Denemarkenlaan,11,,2391PZ,Hazerswoude-Dorp,41,,0.0,overige gebruiksfunctie,24030.0,in gebruik,H,,,2017-11-04,3,0,0
08097000,000001646583,Tieke Logistics,7547AL,Lonnekerbrugstraat,106,2,7547AL,Enschede,1,www.tieke-logistics.com,0.0,industriefunctie,245.0,in gebruik,H,,,2001-03-26,4,0,0
08097964,000017011744,Bosse Logistic Services,7382AK,Zutphenseweg,23,,7382AK,Klarenbeek,41,www.bosse-services.nl,0.0,overige gebruiksfunctie,1018.0,in gebruik,H,G,,2001-01-05,3,0,0
08100518,000004490819,M.T. Factory,7091CS,Dr van der Meerstraat,6,,7091CS,Dinxperlo,1,,0.0,winkelfunctie,160.0,in gebruik,J,R,H,2011-10-18,2,0,0
08101137,000018751156,Holterman Logistieke Dienstverlening,7475NH,Industrieweg,8,,7475NH,Markelo,41,,0.0,woonfunctie,103.0,in gebruik (niet ingemeten),H,,,2001-09-20,1,0,0
08102052,000017561302,Slenders Internationale Expediteurs B.V.,5571KB,Kennedylaan,41,,5571KB,Bergeijk,41,www.slenders-expeditie.nl,0.0,woonfunctie,148.0,in gebruik,H,H,H,2002-07-15,3,0,0
08103887,000019044569,HST International B.V.,7547RW,Transportcentrum,2,,7547RW,Enschede,41,www.hst.nl,0.0,industriefunctie,2650.0,in gebruik,H,H,H,2002-01-15,6,1,0
08103889,000019770618,HST Logistiek,7547RT,Transportcentrum,21,,7547RT,Enschede,41,www.hst.nl,0.0,industriefunctie,7844.0,in gebruik,H,H,H,2002-01-15,5,0,0
08103892,000017637511,HST Transmission,7547RW,Transportcentrum,2,,7547RW,Enschede,41,www.hst.nl,0.0,industriefunctie,2650.0,in gebruik,H,H,H,2002-01-15,6,1,0
08104761,000019114478,Posthouwer Boerkamp V.O.F.,7384SN,Leemsteeg,12,,7384SN,Wilp,11,www.posthouwerboerkamp.nl,0.0,industriefunctie,99.0,ingetrokken,G,H,,2002-02-18,5,0,0
08109071,000018980791,Bieten Transport Combinatie BTC B.V.,3845LD,Harderwijkerweg,266,,3845LD,Harderwijk,41,,0.0,woonfunctie,255.0,in gebruik,H,,,2002-08-22,1,0,0
08111261,000012740160,BPT,8256ES,De Zaaiviool,82,,8256ES,Biddinghuizen,1,www.sts-express.com,0.0,woonfunctie,122.0,in gebruik,H,N,,2008-05-08,2,0,0
08111537,000001949314,Logmatex B.V.,7602KM,Bedrijvenpark Twente,454,,7602KM,Almelo,41,,0.0,kantoorfunctie,4980.0,in gebruik,H,,,2002-12-13,1,0,0
08115710,000019497504,Bidon|Fritom,8701MC,De Marne,128,,8701MC,Bolsward,41,www.bidonfritom.nl,0.0,kantoorfunctie,1045.0,in gebruik,H,H,,2018-05-14,7,1,0
08117128,000016982010,Wasco Distributiecentrum B.V.,7325WC,Ecofactorij,51,,7325WC,Apeldoorn,41,www.wasco.nl,0.0,industriefunctie,18966.0,in gebruik,H,,,2003-08-07,7,0,0
08118254,000016923227,HST Materieel B.V.,7547RW,Transportcentrum,2,,7547RW,Enschede,41,www.hst.nl,0.0,industriefunctie,2650.0,in gebruik,H,H,,2003-03-09,1,0,0
